"","state","week_end","delay.adj.count.lcl","delay.adj.count.med","delay.adj.count.ucl"
"352","VA","2020-04-25",1585.37915343516,1602.48235517727,1623.77532895122
"353","VT","2020-03-07",134.086103174951,134.534227586141,135.360824523197
"354","VT","2020-03-14",140.1388749095,140.584672746675,141.437366248717
"355","VT","2020-03-21",134.256793819236,134.734109403911,135.797555968312
"356","VT","2020-03-28",106.203648703796,106.58356615538,107.422058160202
"357","VT","2020-04-04",146.280503498161,146.803981973171,147.958683978816
"358","VT","2020-04-11",109.288683709978,109.720300944279,110.611926659994
"359","VT","2020-04-18",128.33900472765,128.851196307602,129.959953343875
"360","VT","2020-04-25",120.628168860348,121.275060034838,122.661982163759
"361","WA","2020-03-07",1209.72736400961,1213.2492020722,1218.47340150885
"362","WA","2020-03-14",1167.53621650563,1171.36296992837,1176.33891182955
"363","WA","2020-03-21",1222.94845016468,1227.11748292006,1232.68749568647
"364","WA","2020-03-28",1296.05452198085,1300.73861637902,1307.21065029242
"365","WA","2020-04-04",1298.2515478119,1303.56406707865,1310.39213234669
"366","WA","2020-04-11",1296.37140095224,1302.15422459255,1309.66785067445
"367","WA","2020-04-18",1233.72869006193,1239.84022943764,1247.83572784686
"368","WA","2020-04-25",1159.8299841882,1168.28051100557,1180.31831201543
"369","WI","2020-03-07",1115.54061830254,1116.82772188045,1118.79630358954
"370","WI","2020-03-14",1106.92670268937,1108.153703696,1110.09114805375
"371","WI","2020-03-21",1112.76752648624,1114.03919477523,1116.14353538304
"372","WI","2020-03-28",1145.80281257969,1147.85062877734,1150.29396222986
"373","WI","2020-04-04",1221.38483283959,1223.8705298385,1227.20130290244
"374","WI","2020-04-11",1167.73694495069,1170.77695199738,1174.60373498551
"375","WI","2020-04-18",1142.31243205985,1146.32205395003,1150.60403128429
"376","WI","2020-04-25",1026.53176189585,1031.19595042592,1036.27962178732
"377","WV","2020-03-07",488.930742683092,492.450768630727,496.859615502892
"378","WV","2020-03-14",473.42718985961,477.131682341191,481.6266475481
"379","WV","2020-03-21",475.66844778738,479.896563151324,485.228152522043
"380","WV","2020-03-28",489.411594105699,494.298645069955,500.670750604927
"381","WV","2020-04-04",435.005181297626,440.850862562174,447.932233010587
"382","WV","2020-04-11",475.473922026854,484.695226053375,496.752308108202
"383","WV","2020-04-18",324.210900401293,339.123530569113,363.199404175337
"384","WV","2020-04-25",271.880270385146,299.927449333061,349.622344439377
"385","WY","2020-03-07",80.1377477579463,80.3093204164962,80.7267575959361
"386","WY","2020-03-14",85.1497741567957,85.3546429328415,85.7908277779137
